#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HIF1A	PTK2	9606.ENSP00000437955	9606.ENSP00000341189	0	0	0	0	0.049	0	0	0.731	0.733
HIF1A	PARP1	9606.ENSP00000437955	9606.ENSP00000355759	0	0	0	0	0.057	0.292	0	0.596	0.707
HIF1A	PTGS2	9606.ENSP00000437955	9606.ENSP00000356438	0	0	0	0	0.201	0	0	0.797	0.831
HIF1A	MCL1	9606.ENSP00000437955	9606.ENSP00000358022	0	0	0	0	0.139	0.298	0	0.734	0.825
HIF1A	JUN	9606.ENSP00000437955	9606.ENSP00000360266	0	0	0	0	0.056	0.621	0	0.901	0.961
HIF1A	RUNX2	9606.ENSP00000437955	9606.ENSP00000360493	0	0	0	0	0.049	0.292	0	0.787	0.844
HIF1A	MMP9	9606.ENSP00000437955	9606.ENSP00000361405	0	0	0	0	0.088	0	0	0.815	0.824
HIF1A	SRC	9606.ENSP00000437955	9606.ENSP00000362680	0	0	0	0	0	0.632	0	0.666	0.872
HIF1A	JAK2	9606.ENSP00000437955	9606.ENSP00000371067	0	0	0	0	0.062	0.071	0	0.772	0.784
HIF1A	RELA	9606.ENSP00000437955	9606.ENSP00000384273	0	0	0	0	0.079	0.292	0	0.985	0.989
HIF1A	PPARA	9606.ENSP00000437955	9606.ENSP00000385523	0	0	0	0	0.067	0.071	0	0.746	0.761
HIF1A	IL6	9606.ENSP00000437955	9606.ENSP00000385675	0	0	0	0	0.139	0	0	0.777	0.800
HIF1A	TNF	9606.ENSP00000437955	9606.ENSP00000398698	0	0	0	0	0.044	0	0	0.818	0.818
HIF1A	IL10	9606.ENSP00000437955	9606.ENSP00000412237	0	0	0	0	0.048	0	0	0.749	0.751
HIF1A	SLC2A1	9606.ENSP00000437955	9606.ENSP00000416293	0	0	0	0	0.058	0.089	0	0.895	0.902
HIF1A	IGF1R	9606.ENSP00000437955	9606.ENSP00000497069	0	0	0	0	0.057	0.071	0	0.740	0.752
HIF1A	PFKFB3	9606.ENSP00000437955	9606.ENSP00000492001	0	0	0	0	0.224	0.226	0	0.666	0.781
HMGCR	SQLE	9606.ENSP00000287936	9606.ENSP00000265896	0	0	0	0	0.812	0	0	0.863	0.973
HMGCR	INS	9606.ENSP00000287936	9606.ENSP00000380432	0	0	0	0	0	0	0	0.717	0.717
HMGCR	SCD	9606.ENSP00000287936	9606.ENSP00000359380	0	0	0	0	0.181	0	0	0.703	0.747
HMGCR	MTTP	9606.ENSP00000287936	9606.ENSP00000427679	0	0	0	0	0.047	0	0	0.775	0.777
HMGCR	PPARA	9606.ENSP00000287936	9606.ENSP00000385523	0	0	0	0	0	0	0.500	0.724	0.856
HMGCR	NPC1L1	9606.ENSP00000287936	9606.ENSP00000289547	0	0	0	0	0.077	0	0	0.915	0.918
HMGCR	SREBF1	9606.ENSP00000287936	9606.ENSP00000348069	0	0	0	0	0.056	0	0.500	0.915	0.956
HMGCR	SREBF2	9606.ENSP00000287936	9606.ENSP00000354476	0	0	0	0	0.115	0	0.750	0.941	0.985
HRH1	PLCB3	9606.ENSP00000380247	9606.ENSP00000443631	0	0	0	0	0.057	0	0.500	0.498	0.743
HRH1	TRPV1	9606.ENSP00000380247	9606.ENSP00000459962	0	0	0	0	0	0	0	0.827	0.827
HSD11B1	NR3C1	9606.ENSP00000355995	9606.ENSP00000231509	0	0	0	0	0.045	0	0	0.851	0.852
HSD11B1	HSD11B2	9606.ENSP00000355995	9606.ENSP00000316786	0	0	0.111	0.613	0.105	0	0.900	0.566	0.960
HSD11B1	NR3C2	9606.ENSP00000355995	9606.ENSP00000350815	0	0	0	0	0.063	0	0	0.800	0.805
HSD11B2	NR3C1	9606.ENSP00000316786	9606.ENSP00000231509	0	0	0	0	0	0.045	0	0.816	0.816
HSD11B2	NR3C2	9606.ENSP00000316786	9606.ENSP00000350815	0	0	0	0	0.091	0.045	0	0.918	0.923
HSD17B1	HSD17B2	9606.ENSP00000225929	9606.ENSP00000199936	0	0	0.418	0	0.103	0	0.900	0.986	0.999
HSD17B1	UGT2B7	9606.ENSP00000225929	9606.ENSP00000304811	0	0	0	0	0.067	0.052	0.650	0.208	0.722
HSD17B2	UGT2B7	9606.ENSP00000199936	9606.ENSP00000304811	0	0	0	0	0.113	0	0.650	0.200	0.730
HSD17B2	SRD5A2	9606.ENSP00000199936	9606.ENSP00000477587	0	0	0	0	0.080	0	0.900	0.581	0.958
HSPB1	MAPT	9606.ENSP00000248553	9606.ENSP00000340820	0	0	0	0	0.042	0.292	0	0.603	0.707
HSPB1	SNCA	9606.ENSP00000248553	9606.ENSP00000500990	0	0	0	0	0.042	0.591	0	0.655	0.853
HSPB1	IKBKB	9606.ENSP00000248553	9606.ENSP00000430684	0	0	0	0	0.074	0.298	0	0.826	0.877
HTR1A	SLC6A2	9606.ENSP00000316244	9606.ENSP00000219833	0	0	0	0	0.073	0	0	0.780	0.788
HTR1A	SLC6A4	9606.ENSP00000316244	9606.ENSP00000261707	0	0	0	0	0.054	0	0	0.968	0.968
HTR1A	SLC6A3	9606.ENSP00000316244	9606.ENSP00000270349	0	0	0	0	0.061	0	0	0.787	0.792
HTR1A	HTR7	9606.ENSP00000316244	9606.ENSP00000337949	0	0	0	0.813	0	0	0	0.701	0.701
HTR1A	MAOB	9606.ENSP00000316244	9606.ENSP00000367309	0	0	0	0	0.072	0	0	0.727	0.735
HTR1A	TRPV1	9606.ENSP00000316244	9606.ENSP00000459962	0	0	0	0	0.055	0.045	0	0.735	0.740
HTR1A	NPY	9606.ENSP00000316244	9606.ENSP00000384364	0	0	0	0	0.105	0	0.650	0.506	0.831
HTR1A	MAOA	9606.ENSP00000316244	9606.ENSP00000340684	0	0	0	0	0	0	0	0.861	0.861
HTR1A	HTR1B	9606.ENSP00000316244	9606.ENSP00000358963	0	0	0	0.901	0.083	0.322	0	0.873	0.914
HTR1A	HTR2A	9606.ENSP00000316244	9606.ENSP00000437737	0	0	0	0.729	0.113	0.324	0	0.878	0.920
HTR1B	HTR2B	9606.ENSP00000358963	9606.ENSP00000258400	0	0	0	0.733	0.055	0	0.360	0.582	0.725
HTR1B	SLC6A4	9606.ENSP00000358963	9606.ENSP00000261707	0	0	0	0	0.054	0	0	0.931	0.932
HTR1B	SLC6A3	9606.ENSP00000358963	9606.ENSP00000270349	0	0	0	0	0.054	0	0	0.744	0.748
HTR1B	HTR2C	9606.ENSP00000358963	9606.ENSP00000276198	0	0	0	0.753	0.068	0	0.360	0.570	0.721
HTR1B	MAOA	9606.ENSP00000358963	9606.ENSP00000340684	0	0	0	0	0	0	0	0.734	0.734
HTR1B	MAOB	9606.ENSP00000358963	9606.ENSP00000367309	0	0	0	0	0	0	0	0.802	0.802
HTR1B	NPY	9606.ENSP00000358963	9606.ENSP00000384364	0	0	0	0	0	0	0.650	0.472	0.807
HTR1B	HTR2A	9606.ENSP00000358963	9606.ENSP00000437737	0	0	0	0.752	0.075	0.045	0.360	0.750	0.839
HTR1B	HTR1D	9606.ENSP00000358963	9606.ENSP00000363748	0	0	0.057	0.963	0.078	0.292	0.400	0.891	0.952
HTR1D	SLC6A4	9606.ENSP00000363748	9606.ENSP00000261707	0	0	0	0	0.054	0	0	0.920	0.921
HTR1D	NPY	9606.ENSP00000363748	9606.ENSP00000384364	0	0	0	0	0	0	0.650	0.249	0.725
HTR1D	MAOB	9606.ENSP00000363748	9606.ENSP00000367309	0	0	0	0	0	0	0	0.779	0.779
HTR2A	HTR2B	9606.ENSP00000437737	9606.ENSP00000258400	0	0	0.064	0.903	0.042	0.322	0.900	0.478	0.962
HTR2A	SLC6A4	9606.ENSP00000437737	9606.ENSP00000261707	0	0	0	0	0	0	0	0.961	0.961
HTR2A	SLC6A3	9606.ENSP00000437737	9606.ENSP00000270349	0	0	0	0	0	0	0	0.708	0.708
HTR2A	HTR2C	9606.ENSP00000437737	9606.ENSP00000276198	0	0	0	0.935	0.063	0.573	0.900	0.816	0.991
HTR2A	MAOA	9606.ENSP00000437737	9606.ENSP00000340684	0	0	0	0	0	0	0	0.786	0.786
HTR2B	SLC6A4	9606.ENSP00000258400	9606.ENSP00000261707	0	0	0	0	0	0	0	0.872	0.872
HTR2B	HTR2C	9606.ENSP00000258400	9606.ENSP00000276198	0	0	0	0.906	0	0.322	0.900	0.700	0.977
HTR2C	SLC6A4	9606.ENSP00000276198	9606.ENSP00000261707	0	0	0	0	0	0	0	0.914	0.914
HTR2C	MAOB	9606.ENSP00000276198	9606.ENSP00000367309	0	0	0	0	0.063	0	0	0.796	0.800
HTR6	HTR7	9606.ENSP00000289753	9606.ENSP00000337949	0	0	0	0.741	0	0	0.900	0.288	0.925
IDO1	IL1B	9606.ENSP00000430950	9606.ENSP00000263341	0	0	0	0	0.139	0	0	0.720	0.748
IDO1	MAOA	9606.ENSP00000430950	9606.ENSP00000340684	0	0	0	0	0	0	0.900	0.419	0.939
IDO1	MAOB	9606.ENSP00000430950	9606.ENSP00000367309	0	0	0	0	0	0	0.900	0.395	0.936
IDO1	IL6	9606.ENSP00000430950	9606.ENSP00000385675	0	0	0	0	0.115	0	0	0.773	0.791
IDO1	TNF	9606.ENSP00000430950	9606.ENSP00000398698	0	0	0	0	0.122	0	0	0.736	0.758
IDO1	IL10	9606.ENSP00000430950	9606.ENSP00000412237	0	0	0	0	0.062	0	0	0.854	0.857
IDO1	IL17A	9606.ENSP00000430950	9606.ENSP00000497968	0	0	0	0	0.072	0	0	0.798	0.804
IDO1	TDO2	9606.ENSP00000430950	9606.ENSP00000444788	0	0	0	0	0.080	0	0.900	0.907	0.990
IGF1R	PIK3CA	9606.ENSP00000497069	9606.ENSP00000263967	0	0	0	0	0.048	0.098	0.900	0.776	0.978
IGF1R	INSR	9606.ENSP00000497069	9606.ENSP00000303830	0	0	0.057	0.956	0.137	0.927	0.900	0.696	0.997
IGF1R	IRS1	9606.ENSP00000497069	9606.ENSP00000304895	0	0	0	0	0.085	0.986	0.900	0.998	0.999
IGF1R	PGR	9606.ENSP00000497069	9606.ENSP00000325120	0	0	0	0	0.049	0.071	0	0.812	0.820
IGF1R	PTK2	9606.ENSP00000497069	9606.ENSP00000341189	0	0	0	0.609	0.047	0.331	0.900	0.697	0.978
IGF1R	PDGFA	9606.ENSP00000497069	9606.ENSP00000346508	0	0	0	0	0.042	0.050	0.650	0.370	0.772
IGF1R	PTPN1	9606.ENSP00000497069	9606.ENSP00000360683	0	0	0	0	0.055	0.969	0	0.786	0.993
IGF1R	SRC	9606.ENSP00000497069	9606.ENSP00000362680	0	0	0	0.704	0.048	0.294	0.900	0.959	0.996
IGF1R	JAK2	9606.ENSP00000497069	9606.ENSP00000371067	0	0	0	0.568	0	0.295	0.900	0.758	0.981
IGF1R	INS	9606.ENSP00000497069	9606.ENSP00000380432	0	0	0	0	0	0.906	0.900	0.998	0.999
IGF1R	IGF2	9606.ENSP00000497069	9606.ENSP00000391826	0	0	0	0	0.044	0.915	0.900	0.999	0.999
IGF1R	PIK3R1	9606.ENSP00000497069	9606.ENSP00000428056	0	0	0	0	0.042	0.803	0.900	0.735	0.994
IGF1R	JAK1	9606.ENSP00000497069	9606.ENSP00000499900	0	0	0	0.566	0.074	0.295	0.900	0.518	0.964
IGF2	MMP2	9606.ENSP00000391826	9606.ENSP00000219070	0	0	0	0	0.163	0	0.400	0.596	0.779
IGF2	SERPINE1	9606.ENSP00000391826	9606.ENSP00000223095	0	0	0	0	0.083	0	0	0.751	0.761
IGF2	KDR	9606.ENSP00000391826	9606.ENSP00000263923	0	0	0	0	0.066	0	0.650	0.614	0.862
IGF2	NTRK2	9606.ENSP00000391826	9606.ENSP00000277120	0	0	0	0	0.063	0	0.650	0.250	0.732
IGF2	KIT	9606.ENSP00000391826	9606.ENSP00000288135	0	0	0	0	0	0	0.650	0.543	0.833
IGF2	INSR	9606.ENSP00000391826	9606.ENSP00000303830	0	0	0	0	0	0.164	0.650	0.971	0.991
IGF2	IRS1	9606.ENSP00000391826	9606.ENSP00000304895	0	0	0	0	0.060	0	0.500	0.859	0.928
IGF2	LEP	9606.ENSP00000391826	9606.ENSP00000312652	0	0	0	0	0.053	0	0	0.814	0.816
IGF2	MET	9606.ENSP00000391826	9606.ENSP00000317272	0	0	0	0	0.045	0	0.650	0.417	0.788
IGF2	PAPPA	9606.ENSP00000391826	9606.ENSP00000330658	0	0	0	0	0.088	0	0.400	0.590	0.756
IGF2	SPP1	9606.ENSP00000391826	9606.ENSP00000378517	0	0	0	0	0.072	0	0	0.849	0.853
IGF2	INS	9606.ENSP00000391826	9606.ENSP00000380432	0	0	0	0	0.044	0	0	0.981	0.981
IKBKB	TNFRSF1A	9606.ENSP00000430684	9606.ENSP00000162749	0	0	0	0	0.110	0.994	0.900	0.848	0.999
IKBKB	NFKB1	9606.ENSP00000430684	9606.ENSP00000226574	0	0	0	0	0.125	0.885	0.900	0.979	0.999
IKBKB	IL1B	9606.ENSP00000430684	9606.ENSP00000263341	0	0	0	0	0	0	0	0.865	0.865
IKBKB	TLR3	9606.ENSP00000430684	9606.ENSP00000296795	0	0	0	0	0.062	0.100	0.500	0.598	0.808
IKBKB	IRS1	9606.ENSP00000430684	9606.ENSP00000304895	0	0	0	0	0	0.334	0.900	0.748	0.981
IKBKB	NFKB2	9606.ENSP00000430684	9606.ENSP00000358983	0	0	0	0	0.102	0.319	0.500	0.870	0.955
IKBKB	JUN	9606.ENSP00000430684	9606.ENSP00000360266	0	0	0	0	0	0.324	0	0.695	0.785
IKBKB	SRC	9606.ENSP00000430684	9606.ENSP00000362680	0	0	0	0.565	0.055	0.735	0	0.700	0.918
IKBKB	TLR4	9606.ENSP00000430684	9606.ENSP00000363089	0	0	0	0	0.092	0.100	0.500	0.791	0.903
IKBKB	INS	9606.ENSP00000430684	9606.ENSP00000380432	0	0	0	0	0	0.071	0	0.712	0.721
IKBKB	RELA	9606.ENSP00000430684	9606.ENSP00000384273	0	0	0	0	0.067	0.877	0.900	0.957	0.999
IKBKB	IL6	9606.ENSP00000430684	9606.ENSP00000385675	0	0	0	0	0.058	0	0	0.731	0.736
IKBKB	TNF	9606.ENSP00000430684	9606.ENSP00000398698	0	0	0	0	0.089	0.994	0.500	0.934	0.999
IKBKB	TNFAIP3	9606.ENSP00000430684	9606.ENSP00000481570	0	0	0	0	0.074	0.635	0.400	0.510	0.887
IKBKB	MYD88	9606.ENSP00000430684	9606.ENSP00000498321	0	0	0	0	0.071	0.331	0.500	0.873	0.955
IL10	TNFRSF1A	9606.ENSP00000412237	9606.ENSP00000162749	0	0	0	0	0	0	0.750	0.879	0.968
IL10	MMP2	9606.ENSP00000412237	9606.ENSP00000219070	0	0	0	0	0	0	0.400	0.619	0.761
IL10	MPO	9606.ENSP00000412237	9606.ENSP00000225275	0	0	0	0	0	0	0	0.771	0.771
IL10	NFKB1	9606.ENSP00000412237	9606.ENSP00000226574	0	0	0	0	0.075	0	0	0.872	0.877
IL10	TLR2	9606.ENSP00000412237	9606.ENSP00000260010	0	0	0	0	0.090	0.062	0	0.952	0.956
IL10	IL1B	9606.ENSP00000412237	9606.ENSP00000263341	0	0	0	0	0.409	0	0.400	0.978	0.991
IL10	IL18	9606.ENSP00000412237	9606.ENSP00000280357	0	0	0	0	0.165	0	0.400	0.917	0.955
IL10	TNFSF4	9606.ENSP00000412237	9606.ENSP00000281834	0	0	0	0	0.097	0	0	0.742	0.757
IL10	PPARG	9606.ENSP00000412237	9606.ENSP00000287820	0	0	0	0	0.047	0	0	0.731	0.733
IL10	VCAM1	9606.ENSP00000412237	9606.ENSP00000294728	0	0	0	0	0.056	0	0	0.721	0.726
IL10	TLR3	9606.ENSP00000412237	9606.ENSP00000296795	0	0	0	0	0.082	0.062	0	0.763	0.778
IL10	NOS3	9606.ENSP00000412237	9606.ENSP00000297494	0	0	0	0	0.044	0	0	0.700	0.701
IL10	MMP3	9606.ENSP00000412237	9606.ENSP00000299855	0	0	0	0	0	0	0.400	0.740	0.837
IL10	TLR8	9606.ENSP00000412237	9606.ENSP00000312082	0	0	0	0	0.081	0.062	0	0.683	0.703
IL10	LEP	9606.ENSP00000412237	9606.ENSP00000312652	0	0	0	0	0.083	0	0	0.798	0.806
IL10	TLR9	9606.ENSP00000412237	9606.ENSP00000353874	0	0	0	0	0.055	0.062	0	0.863	0.868
IL10	PTGS2	9606.ENSP00000412237	9606.ENSP00000356438	0	0	0	0	0.056	0	0	0.786	0.789
IL10	MMP9	9606.ENSP00000412237	9606.ENSP00000361405	0	0	0	0	0.053	0	0.400	0.808	0.881
IL10	TLR4	9606.ENSP00000412237	9606.ENSP00000363089	0	0	0	0	0.068	0.079	0	0.939	0.943
IL10	TLR7	9606.ENSP00000412237	9606.ENSP00000370034	0	0	0	0	0.088	0.062	0	0.766	0.782
IL10	JAK2	9606.ENSP00000412237	9606.ENSP00000371067	0	0	0	0	0.067	0.052	0	0.832	0.838
IL10	INS	9606.ENSP00000412237	9606.ENSP00000380432	0	0	0	0	0	0	0	0.819	0.819
IL10	RELA	9606.ENSP00000412237	9606.ENSP00000384273	0	0	0	0	0	0	0	0.701	0.701
IL10	IL6	9606.ENSP00000412237	9606.ENSP00000385675	0	0	0	0	0.130	0	0.800	0.988	0.997
IL10	TNF	9606.ENSP00000412237	9606.ENSP00000398698	0	0	0	0	0.234	0	0.400	0.984	0.992
IL10	LTA	9606.ENSP00000412237	9606.ENSP00000403495	0	0	0	0	0.066	0	0	0.842	0.846
IL10	MYD88	9606.ENSP00000412237	9606.ENSP00000498321	0	0	0	0	0.047	0	0	0.897	0.898
IL10	TYK2	9606.ENSP00000412237	9606.ENSP00000431885	0	0	0	0	0.055	0.052	0.500	0.919	0.958
IL10	JAK1	9606.ENSP00000412237	9606.ENSP00000499900	0	0	0	0	0.055	0.052	0.500	0.953	0.976
IL10	IL17A	9606.ENSP00000412237	9606.ENSP00000497968	0	0	0	0	0.119	0	0.400	0.965	0.980
IL17A	TNFRSF1A	9606.ENSP00000497968	9606.ENSP00000162749	0	0	0	0	0	0	0	0.826	0.826
IL17A	NFKB1	9606.ENSP00000497968	9606.ENSP00000226574	0	0	0	0	0.051	0	0	0.789	0.791
IL17A	TLR2	9606.ENSP00000497968	9606.ENSP00000260010	0	0	0	0	0	0	0	0.766	0.766
IL17A	MAPK3	9606.ENSP00000497968	9606.ENSP00000263025	0	0	0	0	0.055	0	0	0.720	0.724
IL17A	IL1B	9606.ENSP00000497968	9606.ENSP00000263341	0	0	0	0	0.094	0	0	0.960	0.962
IL17A	IL18	9606.ENSP00000497968	9606.ENSP00000280357	0	0	0	0	0.067	0	0	0.830	0.835
IL17A	MMP3	9606.ENSP00000497968	9606.ENSP00000299855	0	0	0	0	0.090	0	0.400	0.602	0.763
IL17A	RORC	9606.ENSP00000497968	9606.ENSP00000327025	0	0	0	0	0.104	0.093	0	0.925	0.933
IL17A	MMP9	9606.ENSP00000497968	9606.ENSP00000361405	0	0	0	0	0.069	0	0.400	0.694	0.814
IL17A	TLR4	9606.ENSP00000497968	9606.ENSP00000363089	0	0	0	0	0	0	0	0.867	0.867
IL17A	IL6	9606.ENSP00000497968	9606.ENSP00000385675	0	0	0	0	0.073	0	0.400	0.968	0.980
IL17A	TNF	9606.ENSP00000497968	9606.ENSP00000398698	0	0	0	0	0.068	0	0	0.957	0.958
IL17A	LTA	9606.ENSP00000497968	9606.ENSP00000403495	0	0	0	0	0.089	0	0	0.718	0.732
IL17A	MYD88	9606.ENSP00000497968	9606.ENSP00000498321	0	0	0	0	0.057	0	0	0.822	0.824
IL18	NFKB1	9606.ENSP00000280357	9606.ENSP00000226574	0	0	0	0	0.053	0	0.900	0.799	0.979
IL18	TLR2	9606.ENSP00000280357	9606.ENSP00000260010	0	0	0	0	0.082	0	0	0.840	0.847
IL18	IL1B	9606.ENSP00000280357	9606.ENSP00000263341	0	0	0	0	0.095	0.312	0.500	0.972	0.990
IL18	PTGS2	9606.ENSP00000280357	9606.ENSP00000356438	0	0	0	0	0.059	0	0	0.709	0.714
IL18	INS	9606.ENSP00000280357	9606.ENSP00000380432	0	0	0	0	0	0	0	0.721	0.721
IL18	TLR3	9606.ENSP00000280357	9606.ENSP00000296795	0	0	0	0	0.071	0	0	0.787	0.794
IL18	TLR9	9606.ENSP00000280357	9606.ENSP00000353874	0	0	0	0	0.052	0	0	0.805	0.808
IL18	TLR4	9606.ENSP00000280357	9606.ENSP00000363089	0	0	0	0	0.068	0	0	0.905	0.908
IL18	RELA	9606.ENSP00000280357	9606.ENSP00000384273	0	0	0	0	0.047	0	0.900	0.418	0.939
IL18	NLRP3	9606.ENSP00000280357	9606.ENSP00000337383	0	0	0	0	0.062	0	0	0.945	0.946
IL18	JUN	9606.ENSP00000280357	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0.547	0.952
IL18	MYD88	9606.ENSP00000280357	9606.ENSP00000498321	0	0	0	0	0.048	0	0	0.961	0.961
IL18	TNF	9606.ENSP00000280357	9606.ENSP00000398698	0	0	0	0	0.049	0	0.400	0.937	0.961
IL18	IL6	9606.ENSP00000280357	9606.ENSP00000385675	0	0	0	0	0	0	0.400	0.953	0.970
IL1B	TNFRSF1A	9606.ENSP00000263341	9606.ENSP00000162749	0	0	0	0	0.056	0	0	0.997	0.997
IL1B	SIRT1	9606.ENSP00000263341	9606.ENSP00000212015	0	0	0	0	0	0	0	0.719	0.719
IL1B	XBP1	9606.ENSP00000263341	9606.ENSP00000216037	0	0	0	0	0.099	0	0	0.691	0.709
IL1B	MMP2	9606.ENSP00000263341	9606.ENSP00000219070	0	0	0	0	0.079	0.087	0	0.721	0.745
IL1B	SERPINE1	9606.ENSP00000263341	9606.ENSP00000223095	0	0	0	0	0.125	0	0	0.721	0.746
IL1B	MPO	9606.ENSP00000263341	9606.ENSP00000225275	0	0	0	0	0.098	0	0	0.851	0.860
IL1B	NFKB1	9606.ENSP00000263341	9606.ENSP00000226574	0	0	0	0	0.200	0	0.900	0.959	0.996
IL1B	IRF1	9606.ENSP00000263341	9606.ENSP00000245414	0	0	0	0	0.214	0	0	0.647	0.711
IL1B	TLR2	9606.ENSP00000263341	9606.ENSP00000260010	0	0	0	0	0.259	0	0	0.960	0.969
IL1B	MMP13	9606.ENSP00000263341	9606.ENSP00000260302	0	0	0	0	0.089	0.070	0	0.808	0.823
IL1B	MAPK3	9606.ENSP00000263341	9606.ENSP00000263025	0	0	0	0	0.052	0	0	0.859	0.860
IL1B	PTPN1	9606.ENSP00000263341	9606.ENSP00000360683	0	0	0	0	0.060	0.292	0	0.597	0.708
IL1B	PPARA	9606.ENSP00000263341	9606.ENSP00000385523	0	0	0	0	0.102	0	0	0.691	0.711
IL1B	RORC	9606.ENSP00000263341	9606.ENSP00000327025	0	0	0	0	0.060	0	0	0.708	0.713
IL1B	SELP	9606.ENSP00000263341	9606.ENSP00000263686	0	0	0	0	0.124	0	0	0.721	0.746
IL1B	TLR8	9606.ENSP00000263341	9606.ENSP00000312082	0	0	0	0	0.192	0	0	0.699	0.746
IL1B	MMP12	9606.ENSP00000263341	9606.ENSP00000458585	0	0	0	0	0.120	0.071	0	0.729	0.759
IL1B	RUNX2	9606.ENSP00000263341	9606.ENSP00000360493	0	0	0	0	0.113	0	0	0.741	0.760
IL1B	PLAU	9606.ENSP00000263341	9606.ENSP00000361850	0	0	0	0	0.197	0	0	0.720	0.765
IL1B	NFKB2	9606.ENSP00000263341	9606.ENSP00000358983	0	0	0	0	0.148	0	0.400	0.588	0.771
IL1B	PTGES	9606.ENSP00000263341	9606.ENSP00000342385	0	0	0	0	0.074	0	0	0.772	0.780
IL1B	TNFAIP3	9606.ENSP00000263341	9606.ENSP00000481570	0	0	0	0	0.457	0.095	0	0.593	0.782
IL1B	SELE	9606.ENSP00000263341	9606.ENSP00000331736	0	0	0	0	0.126	0	0	0.785	0.804
IL1B	JAK2	9606.ENSP00000263341	9606.ENSP00000371067	0	0	0	0	0.110	0	0	0.790	0.806
IL1B	VCAM1	9606.ENSP00000263341	9606.ENSP00000294728	0	0	0	0	0.089	0	0	0.821	0.830
IL1B	MMP3	9606.ENSP00000263341	9606.ENSP00000299855	0	0	0	0	0.117	0.071	0	0.812	0.832
IL1B	LEP	9606.ENSP00000263341	9606.ENSP00000312652	0	0	0	0	0	0	0	0.854	0.854
IL1B	PPARG	9606.ENSP00000263341	9606.ENSP00000287820	0	0	0	0	0.104	0	0	0.848	0.858
IL1B	LTA	9606.ENSP00000263341	9606.ENSP00000403495	0	0	0	0	0.062	0	0	0.857	0.860
IL1B	TLR7	9606.ENSP00000263341	9606.ENSP00000370034	0	0	0	0	0.107	0	0	0.855	0.865
IL1B	TLR3	9606.ENSP00000263341	9606.ENSP00000296795	0	0	0	0	0	0	0	0.871	0.871
IL1B	INS	9606.ENSP00000263341	9606.ENSP00000380432	0	0	0	0	0.068	0	0	0.893	0.896
IL1B	MMP9	9606.ENSP00000263341	9606.ENSP00000361405	0	0	0	0	0.275	0.051	0	0.932	0.949
IL1B	PTGS2	9606.ENSP00000263341	9606.ENSP00000356438	0	0	0	0	0.656	0	0	0.928	0.974
IL1B	TLR9	9606.ENSP00000263341	9606.ENSP00000353874	0	0	0	0	0	0	0	0.975	0.975
IL1B	TLR4	9606.ENSP00000263341	9606.ENSP00000363089	0	0	0	0	0.181	0	0	0.984	0.986
IL1B	JUN	9606.ENSP00000263341	9606.ENSP00000360266	0	0	0	0	0.166	0	0.900	0.857	0.987
IL1B	RELA	9606.ENSP00000263341	9606.ENSP00000384273	0	0	0	0	0.118	0	0.900	0.903	0.990
IL1B	IL6	9606.ENSP00000263341	9606.ENSP00000385675	0	0	0	0	0.515	0	0.400	0.989	0.996
IL1B	NLRP3	9606.ENSP00000263341	9606.ENSP00000337383	0	0	0	0	0.339	0.312	0.900	0.947	0.997
IL1B	TNF	9606.ENSP00000263341	9606.ENSP00000398698	0	0	0	0	0.616	0	0.400	0.993	0.998
IL1B	MYD88	9606.ENSP00000263341	9606.ENSP00000498321	0	0	0	0	0.115	0	0.500	0.998	0.999
IL6	TNFRSF1A	9606.ENSP00000385675	9606.ENSP00000162749	0	0	0	0	0.047	0	0	0.997	0.997
IL6	SIRT1	9606.ENSP00000385675	9606.ENSP00000212015	0	0	0	0	0	0	0	0.726	0.726
IL6	MMP2	9606.ENSP00000385675	9606.ENSP00000219070	0	0	0	0	0.116	0	0.400	0.734	0.847
IL6	SERPINE1	9606.ENSP00000385675	9606.ENSP00000223095	0	0	0	0	0.258	0	0	0.804	0.849
IL6	MPO	9606.ENSP00000385675	9606.ENSP00000225275	0	0	0	0	0.087	0	0	0.865	0.872
IL6	NFKB1	9606.ENSP00000385675	9606.ENSP00000226574	0	0	0	0	0.176	0	0.900	0.942	0.994
IL6	TLR2	9606.ENSP00000385675	9606.ENSP00000260010	0	0	0	0	0.099	0	0	0.938	0.942
IL6	MMP13	9606.ENSP00000385675	9606.ENSP00000260302	0	0	0	0	0.091	0	0	0.743	0.757
IL6	VWF	9606.ENSP00000385675	9606.ENSP00000261405	0	0	0	0	0	0	0	0.716	0.716
IL6	MAPK3	9606.ENSP00000385675	9606.ENSP00000263025	0	0	0	0	0.055	0	0.400	0.846	0.905
IL6	SELP	9606.ENSP00000385675	9606.ENSP00000263686	0	0	0	0	0.105	0	0	0.815	0.827
IL6	TNFSF4	9606.ENSP00000385675	9606.ENSP00000281834	0	0	0	0	0.083	0	0	0.689	0.703
IL6	PPARG	9606.ENSP00000385675	9606.ENSP00000287820	0	0	0	0	0.082	0	0	0.812	0.820
IL6	KIT	9606.ENSP00000385675	9606.ENSP00000288135	0	0	0	0	0.068	0	0	0.774	0.781
